iter	RMSE
371	0.4528085639
372	0.4524322643
373	0.4522929514
374	0.4515363787
375	0.4509019363
376	0.4496019702
377	0.4483263378
378	0.4480370094
379	0.446879063
380	0.4467357891
381	0.4458690583
382	0.4444321716
383	0.4438852587
384	0.4424940743
385	0.4416456578
386	0.4403285716
387	0.4398187608
388	0.438800559
389	0.4375524031
390	0.4370819719
391	0.4358986073
392	0.4356840203
393	0.4346504106
394	0.433530449
395	0.4324734175
396	0.4315423576
397	0.4313925971
398	0.4304543827
399	0.4297807647
400	0.4285796562
401	0.4279427286
402	0.4267602879
403	0.4263102308
404	0.4258788357
405	0.4247599122
406	0.4239359499
407	0.4236594783
408	0.4235149221
409	0.4225179952
410	0.4217659447
411	0.4209118233
412	0.4204206089
413	0.4193419799
414	0.4183940284
415	0.4176753128
416	0.4172088992
417	0.4169533853
418	0.4158352292
419	0.4153933559
420	0.4151368743
421	0.4149970494
422	0.4140336633
423	0.4129784321
424	0.4119870776
425	0.4119025128
426	0.4117144878
427	0.4107721793
428	0.4106765114
429	0.410301913
430	0.4101243616
431	0.4091547051
432	0.4087375181
433	0.408430401
434	0.4073737366
435	0.4072080893
436	0.4070778078
437	0.4069888131
438	0.4065257275
439	0.405525206
440	0.4053118805
441	0.4044070551
442	0.4034548824
443	0.4025558797
444	0.402461575
445	0.4022593247
446	0.4012899503
447	0.4003749949
448	0.3995219019
449	0.3987166979
450	0.3978497271
451	0.3969877201
452	0.3961513312
453	0.3953244421
454	0.3945337068
455	0.393756963
456	0.3930095632
457	0.3922724954
458	0.3921466093
459	0.3918514288
460	0.3916571325
461	0.391598107
462	0.3908426532
463	0.3901337869
464	0.3894108603
465	0.3886627956
466	0.3879869441
467	0.3872362148
468	0.3868158976
469	0.3861417959
470	0.3854689137
471	0.3847396894
472	0.3840255056
473	0.3836508317
474	0.383559162
475	0.3832751148
476	0.3831299922
477	0.3830313074
478	0.3825016605
479	0.3820264844
480	0.3819441286
481	0.3812249299
482	0.3805901456
483	0.3799656431
484	0.3797862406
485	0.3791184374
486	0.3787371509
487	0.3781365258
488	0.3776682502
489	0.3773441096
490	0.3771108093
491	0.3765602366
492	0.3758789516
493	0.3757859377
494	0.3756586529
495	0.3753750361
496	0.3749323344
497	0.3748480455
498	0.3741996271
499	0.3736085768
500	0.3734833918
501	0.3729041827
502	0.3721867543
503	0.3716440015
504	0.3709970487
505	0.3701996042
506	0.3699290433
507	0.3692380933
508	0.3686139552
509	0.3681836378
510	0.3674193837
511	0.3666132325
512	0.3658587975
513	0.3652570501
514	0.3643710809
515	0.3636199178
516	0.3630523928
517	0.3625318214
518	0.3624782481
519	0.3619585164
520	0.361806796
521	0.3617294414
522	0.3613177376
523	0.3611977962
524	0.3607057879
525	0.3601092023
526	0.3593897505
527	0.3586184207
528	0.3581366304
529	0.3576907763
530	0.3571400905
531	0.3567564964
532	0.3561938494
533	0.35613633
534	0.3552952621
535	0.3550331266
536	0.3545611085
537	0.3537547508
538	0.3529200771
539	0.3522386761
540	0.352153819
541	0.3513857621
542	0.350861043
543	0.3504863534
544	0.3499901349
545	0.3496028555
546	0.3495493457
547	0.3495005904
548	0.3493824444
549	0.3492860645
550	0.348926535
551	0.3484059487
552	0.3479363944
553	0.3478860242
554	0.3474809304
555	0.3472851736
556	0.3468617684
557	0.346159747
558	0.3456749955
559	0.3449255815
560	0.3445137156
561	0.3444650866
562	0.3443882659
563	0.3439823892
564	0.3434273041
565	0.3427503003
566	0.3420201879
567	0.3414025516
568	0.3408224349
569	0.3401300985
570	0.3394068051
571	0.3387241053
572	0.3382788246
573	0.337677889
574	0.3376286387
575	0.337447847
576	0.3368365892
577	0.3364076286
578	0.3357820723
579	0.3357082827
580	0.3351260557
581	0.3344314089
582	0.3342714379
583	0.3337389996
584	0.3330816158
585	0.3325269407
586	0.3320992659
587	0.3314765965
588	0.3314222627
589	0.3312119331
590	0.3307758303
591	0.3305761972
592	0.3304034167
593	0.3298027891
594	0.3291035551
595	0.32867723
596	0.3286248771
597	0.3282111448
598	0.3276237477
599	0.3270378479
600	0.3266386322
601	0.3265643886
602	0.3259697454
603	0.3254445356
604	0.3250885891
605	0.324861809
606	0.3248176507
607	0.3246193107
608	0.3245382638
609	0.3241651968
610	0.3235817206
611	0.3229160313
612	0.3225242731
613	0.3222028276
614	0.3217064315
615	0.3213517083
616	0.3210480592
617	0.3208379526
618	0.3204527493
619	0.3201511106
620	0.3198114509
621	0.3192492442
622	0.3190911795
623	0.3187919215
624	0.3187471983
625	0.3184334626
626	0.318255937
627	0.3177161865
628	0.3175863967
629	0.3171094892
630	0.316735579
631	0.3161790732
632	0.31575022
633	0.3156017216
634	0.3155374587
635	0.3154932773
636	0.315353428
637	0.3149032568
638	0.3147362023
639	0.3142635539
640	0.3141112737
641	0.313566642
642	0.3134392558
643	0.3128860977
644	0.3122427505
645	0.3117171442
646	0.3113155273
647	0.3108687144
648	0.3104672945
649	0.3100444575
650	0.3099746366
651	0.3098321335
652	0.3097954453
653	0.3092707905
654	0.3086795665
655	0.3082750692
656	0.3078999762
657	0.3075017496
658	0.3069409968
659	0.3068042581
660	0.3064492011
661	0.3064041414
662	0.3060004843
663	0.3058025415
664	0.3052839897
665	0.3049076337
666	0.3045817946
667	0.30402924
668	0.3035203517
669	0.3031669865
670	0.3028065776
671	0.3024960369
672	0.3023329539
673	0.3019643032
674	0.3014112188
675	0.3008917075
676	0.300401406
677	0.29993315
678	0.2994110964
679	0.2993669701
680	0.2993014008
681	0.2991681014
682	0.2988170637
683	0.2983229577
684	0.2978519159
685	0.2973992508
686	0.2971015555
687	0.2970582852
688	0.2966178991
689	0.296162265
690	0.2957329893
691	0.2954470808
692	0.2953204197
693	0.2951875006
694	0.2947540284
695	0.2947178873
696	0.2945225782
697	0.2941066491
698	0.2936989691
699	0.2932641221
700	0.2929705109
701	0.2925386998
702	0.2922757184
703	0.2918653188
704	0.2914269287
705	0.2910374897
706	0.2905794574
707	0.2903062519
708	0.2899368064
709	0.2895595229
710	0.2893091229
711	0.289008334
712	0.2887496711
713	0.2883946487
714	0.2881578317
715	0.2878729363
716	0.2876277569
717	0.287228524
718	0.2870231277
719	0.2869025107
720	0.2865662285
721	0.2862843649
722	0.2859154978
723	0.2856807679
724	0.2852704086
725	0.2847841174
726	0.284317063
727	0.2840665618
728	0.2837154778
729	0.2836016117
730	0.2833767009
731	0.2830702333
732	0.2826982176
733	0.2826473238
734	0.2826036287
735	0.282401056
736	0.2823590567
737	0.2819253165
738	0.2815833982
739	0.2814155455
740	0.2811728329
741	0.280827232
742	0.2807127274
743	0.2805025884
744	0.2802126228
745	0.2799977157
746	0.279769919
747	0.2795891826
748	0.2794812709
749	0.2792710987
750	0.2790769971
751	0.2788885157
752	0.2787827784
753	0.2784413163
754	0.2780565254
755	0.2776935756
756	0.2776451465
757	0.2776045386
758	0.2772137569
759	0.2768808666
760	0.2766966096
761	0.2764556636
762	0.2760928457
763	0.2760570055
764	0.2758791405
765	0.2757547377
766	0.2753963765
767	0.2750552666
768	0.2746991856
769	0.2744270066
770	0.2741041631
771	0.2737773232
772	0.2737392817
773	0.2734828709
774	0.273193857
775	0.2727573696
776	0.2725838548
777	0.2722295677
778	0.2719056822
779	0.271570527
780	0.2713468792
781	0.271149064
782	0.2708744284
783	0.2706064731
784	0.2704567688
785	0.2702002103
786	0.2698854051
787	0.2697554751
788	0.2693640493
789	0.269327142
790	0.2691551559
791	0.2688384818
792	0.2685049872
793	0.2680847006
794	0.2678437195
795	0.2675731932
796	0.2674788531
797	0.2670681924
798	0.2666632428
799	0.2665817063
800	0.2664101995
801	0.266358684
802	0.26617945
803	0.266031474
804	0.2659848072
805	0.2659567431
806	0.2655729154
807	0.2651086197
808	0.2647250728
809	0.2644107049
810	0.2643338371
811	0.2638945713
812	0.2635301596
813	0.2632319589
814	0.2631998169
815	0.2631547805
816	0.2631116214
817	0.2627668555
818	0.262430176
819	0.262183666
820	0.261769416
821	0.2615388231
822	0.2611704354
823	0.2607785595
824	0.2604390235
825	0.2602672835
826	0.2600425715
827	0.2596493701
828	0.2594457057
829	0.2591801901
830	0.2589527177
831	0.2587512325
832	0.2586145226
833	0.2584876488
834	0.2582307976
835	0.2580534446
836	0.2576354493
837	0.257537576
838	0.2573396572
839	0.2570951179
840	0.2568513091
841	0.2565720773
842	0.2564386128
843	0.2564044793
844	0.2562440635
845	0.2558533384
846	0.2556029842
847	0.2553891291
848	0.2551177718
849	0.2549960182
850	0.2548811608
851	0.2546159704
852	0.2543016209
853	0.2540449418
854	0.2536737029
855	0.2535649371
856	0.2532850152
857	0.2530062022
858	0.2527189875
859	0.2524078793
860	0.2520237369
861	0.2517274974
862	0.2514298561
863	0.2511462334
864	0.2508694727
865	0.2506419872
866	0.2503472584
867	0.2500534777
868	0.2498552591
869	0.2497851295
870	0.2495563249
871	0.2492162111
872	0.2489516622
873	0.2486355604
874	0.2484054049
875	0.2480364166
876	0.2477212579
877	0.2475122214
878	0.2472360235
879	0.2470023827
880	0.2469355681
881	0.2466467859
882	0.2464092766
883	0.2461955879
884	0.2459686523
885	0.2457488433
886	0.2455101064
887	0.245085146
888	0.2448530217
889	0.2446497015
890	0.2445341748
891	0.2442708154
892	0.2441806662
893	0.2440344285
894	0.2436813456
895	0.2434957862
896	0.2434516892
897	0.2430929474
898	0.2428245361
899	0.2425340993
900	0.242392532
901	0.2422811593
902	0.242247929
903	0.2421722906
904	0.2420656335
905	0.2419577956
906	0.2416647746
907	0.2416347869
908	0.2414022206
909	0.2412382429
910	0.2410346459
911	0.2407818646
912	0.2405166218
913	0.2401846943
914	0.2399625617
915	0.2397777651
916	0.2394630549
917	0.2394005696
918	0.2391540387
919	0.2389783372
920	0.238679864
921	0.2384477678
922	0.2382470006
923	0.23795842
924	0.2377370624
925	0.2374423065
926	0.2371729323
927	0.2369420487
928	0.2368389512
929	0.2367822459
930	0.2366102456
931	0.2364761869
932	0.2361970739
933	0.2360428976
934	0.2358976846
935	0.2358027964
936	0.2357516685
937	0.2354380388
938	0.2353829905
939	0.2351081782
940	0.2349866681
941	0.2349541649
942	0.2348490359
943	0.2347116367
944	0.2344335592
945	0.2341757171
946	0.2341305807
947	0.2338955778
948	0.2336881472
949	0.2335870517
950	0.23336929
951	0.2332486965
952	0.2330302899
953	0.2330040838
954	0.2327802347
955	0.2325342785
956	0.2322995644
957	0.2320718563
958	0.2318287682
959	0.2317001075
960	0.2314002583
961	0.2311981871
962	0.2309836357
963	0.2307649402
964	0.2303535409
965	0.2303229772
966	0.2301535021
967	0.2300551105
968	0.2299868107
969	0.2298165235
970	0.2295994936
971	0.2293778222
972	0.2290921152
973	0.2287520818
974	0.2283730112
975	0.2280586278
976	0.2277378124
977	0.2274535369
978	0.2271019026
979	0.2270528099
980	0.226879054
981	0.2265948698
982	0.2265107846
983	0.2262869447
984	0.225948451
985	0.2257407574
986	0.2254752148
987	0.2252738512
988	0.22507337
989	0.224876128
990	0.2246924989
991	0.2246099148
992	0.2242875722
993	0.2242291253
994	0.2241504504
995	0.2240378822
996	0.2240016749
997	0.2239356421
998	0.2237469453
999	0.2235582053
